visitor,Opponent,Date,game_id,season,game_net_rating,win_percent_diff,games_played,net_rating_diff,score_diff,wins_vis,loss_vis,hollow_wind60_cent,hollow_wind50_cent,hollow_wind40_cent,hollow_wind30_cent,hollow_wind20_cent,wind_10_center,wind_40_hollow,wind_35_hollow,wind_30_hollow,wind_25_hollow,wind_20_hollow,wind_15_hollow,wind_10_hollow_5,wind_5_hollow,wind_7_hollow,wind_10_hollow,wind_2,wind_5,wind_7,wind_10,wind_15,wind_20,wind_25,wind_30,wind_35,wind_40
Milwaukee Bucks,Atlanta Hawks,2010-11-10,21000108,2010-11,18.5,-0.375,6,-5.3,17,4,5,9.40000000000002,-70.3,-75.2,29.9,-137.4,-21.8,0,0,0,0,0,0,-22.7,-64.9,-7.5,-15.2,40.8,-24.1,-31.6,-46.8,-46.8,-46.8,-46.8,-46.8,-46.8,-46.8
Minnesota Timberwolves,Sacramento Kings,2010-11-10,21000117,2010-11,9.5,-0.375,9,-5.4,9,2,7,-7.79999999999998,-30.6,-11.7,-4.69999999999999,56.9,-56.3,0,0,0,0,0,0,-9.5,-91.2,-7.39999999999999,-2.10000000000001,-4.8,-96,-103.4,-105.5,-105.5,-105.5,-105.5,-105.5,-105.5,-105.5
Philadelphia 76ers,Oklahoma City Thunder,2010-11-10,21000115,2010-11,-6.2,-0.214285714285714,8,-11.1,-6,2,6,37.1,33.1,-70.3,7.6,-58.7,-9.2,0,0,0,0,0,0,-24.8,48.3,-24.8,0,4.9,53.2,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4
Utah Jazz,Orlando Magic,2010-11-10,21000109,2010-11,11.1,-0.261904761904762,8,6,10,5,3,-40.1,-111.3,69.7,47.8,-55.3,-27.3,0,0,0,0,0,0,-40.5,32.8,-40.5,0,-37.9,-5.1,-45.6,-45.6,-45.6,-45.6,-45.6,-45.6,-45.6,-45.6
Boston Celtics,Miami Heat,2010-11-11,21000118,2010-11,5.4,0.125,9,3.3,5,7,2,77.6,-24.3,-32.9,-54.1,3.09999999999999,26.3,0,0,0,0,0,0,2,1.1,-5.7,7.7,-22,-20.9,-26.6,-18.9,-18.9,-18.9,-18.9,-18.9,-18.9,-18.9
Golden State Warriors,Chicago Bulls,2010-11-11,21000119,2010-11,-30,0.25,9,6.9,-30,6,3,-37.3,-44.7,-76.7,-123.3,6.99999999999999,-43.8,0,0,0,0,0,0,9,-5.1,6.3,2.7,17.7,12.6,18.9,21.6,21.6,21.6,21.6,21.6,21.6,21.6
Los Angeles Lakers,Denver Nuggets,2010-11-11,21000120,2010-11,-7.4,0.5,9,-3.8,-6,8,1,49.2,-21.3,-8.99999999999999,33.8,-26,129,0,0,0,0,0,0,-0.900000000000006,13.2,-1.8,0.899999999999991,61.2,74.4,72.6,73.5,73.5,73.5,73.5,73.5,73.5,73.5
Detroit Pistons,Los Angeles Clippers,2010-11-12,21000129,2010-11,6.9,0.138888888888889,7,-8,6,3,6,8.7,-84.5,7.60000000000001,-28,1.4,-19.4,0,0,0,0,0,0,45.8,-39.5,34.7,11.1,-2.4,-41.9,-7.2,3.90000000000001,3.90000000000001,3.90000000000001,3.90000000000001,3.90000000000001,3.90000000000001,3.90000000000001
Houston Rockets,Indiana Pacers,2010-11-12,21000122,2010-11,3.2,-0.357142857142857,7,3.2,3,2,6,-16.8,13.5,67.5,58.3,31.5,-69.4,0,0,0,0,0,0,-0.9,11.2,-0.9,0,-7.5,3.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
New York Knicks,Minnesota Timberwolves,2010-11-12,21000125,2010-11,-6.7,0.152777777777778,9,-1,-9,3,6,-18,56.8,47.8,23.2,66.7,110.5,0,0,0,0,0,0,37.1,97.3,38.9,-1.79999999999999,-37.5,59.8,98.7,96.9,96.9,96.9,96.9,96.9,96.9,96.9
Philadelphia 76ers,Dallas Mavericks,2010-11-12,21000126,2010-11,-11.5,-0.464285714285714,9,-12.2,-9,2,7,87.1,20.5,-5.89999999999999,-66.5,-78.7,-56.5,0,0,0,0,0,0,-26.2,11.8,-17.6,-8.6,-17.2,-5.4,-23,-31.6,-31.6,-31.6,-31.6,-31.6,-31.6,-31.6
Portland Trail Blazers,Oklahoma City Thunder,2010-11-12,21000128,2010-11,-2.2,0.0952380952380952,10,2.2,-2,6,4,16.7,29.2,24.4,-80.9,46.2,21.1,0,0,0,0,0,0,5.6,59.9,-21.1,26.7,2.6,62.5,41.4,68.1,68.1,68.1,68.1,68.1,68.1,68.1
Sacramento Kings,Phoenix Suns,2010-11-12,21000127,2010-11,-16.3,0,7,-2.6,-14,3,5,1.40000000000001,3.9,15.1,-72.3,-38.1,-53,0,0,0,0,0,0,-0.199999999999999,0.699999999999999,-0.199999999999999,0,-19.1,-18.4,-18.6,-18.6,-18.6,-18.6,-18.6,-18.6,-18.6,-18.6
Toronto Raptors,Orlando Magic,2010-11-12,21000123,2010-11,5.2,-0.589285714285714,8,9,4,2,7,-48.8,-116.6,-29.4,-6.3,-39.3,-121.6,0,0,0,0,0,0,15.2,-64.4,15.2,0,-11.3,-75.7,-60.5,-60.5,-60.5,-60.5,-60.5,-60.5,-60.5,-60.5
Utah Jazz,Atlanta Hawks,2010-11-12,21000121,2010-11,3.5,-0.0416666666666666,9,-5.8,4,6,3,-13.4,-83.9,-32.4,49.8,-31.5,32,0,0,0,0,0,0,-56,-2.9,-15,-41,34.8,31.9,16.9,-24.1,-24.1,-24.1,-24.1,-24.1,-24.1,-24.1
Boston Celtics,Memphis Grizzlies,2010-11-13,21000135,2010-11,4.9,0.333333333333333,10,-3.2,6,8,2,19.5,10.6,17.8,5.70000000000002,122.4,86.8,0,0,0,0,0,0,41.4,15.1,26.2,15.2,9.6,24.7,50.9,66.1,66.1,66.1,66.1,66.1,66.1,66.1
Golden State Warriors,Milwaukee Bucks,2010-11-13,21000137,2010-11,-7.8,0.222222222222222,10,9.3,-7,6,4,11.5,2.2,7.00000000000001,-13.6,17.9,-66.5,0,0,0,0,0,0,11.9,22.5,-8.6,20.5,-70.7,-48.2,-56.8,-36.3,-36.3,-36.3,-36.3,-36.3,-36.3,-36.3
Indiana Pacers,Cleveland Cavaliers,2010-11-13,21000132,2010-11,13.9,-0.0714285714285715,7,-4.6,14,4,4,104.3,64.7,-6.49999999999999,55.4,48.2,109.7,0,0,0,0,0,0,-21.4,20.3,-21.4,0,12.1,32.4,11,11,11,11,11,11,11,11
Philadelphia 76ers,San Antonio Spurs,2010-11-13,21000138,2010-11,-21.9,-0.634920634920635,10,-15.3,-23,2,8,3.8,-37.9,-0.699999999999982,-97.1,-31.1,-129.8,0,0,0,0,0,0,-26.1,2.4,-14.3,-11.8,-32.7,-30.3,-44.6,-56.4,-56.4,-56.4,-56.4,-56.4,-56.4,-56.4
Toronto Raptors,Miami Heat,2010-11-13,21000133,2010-11,-11.4,-0.333333333333333,9,6.1,-9,2,8,-31.7,-77.6,-98.6,-126.8,-60.7,-85.3,0,0,0,0,0,0,19.7,-104.8,25.8,-6.1,7.5,-97.3,-71.5,-77.6,-77.6,-77.6,-77.6,-77.6,-77.6,-77.6
Washington Wizards,Chicago Bulls,2010-11-13,21000134,2010-11,-6.3,-0.285714285714286,7,-2.4,-7,2,6,-94.1,-71.1,-75.4,-144.3,-41.3,-75,0,0,0,0,0,0,-25.1,-21.8,-25.1,0,-30.1,-51.9,-77,-77,-77,-77,-77,-77,-77,-77
Detroit Pistons,Sacramento Kings,2010-11-14,21000140,2010-11,6.9,-0.0416666666666667,8,2.6,6,4,6,23.5,-53.2,14.2,61.2,-16.8,24.8,0,0,0,0,0,0,-15.6,-7.3,-15.6,0,7.7,0.399999999999999,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2
Houston Rockets,New York Knicks,2010-11-14,21000142,2010-11,8,-0.0833333333333333,8,13.5,8,3,6,12.7,-22.6,34.9,41.7,-35.2,-3.5,0,0,0,0,0,0,-9.8,26.4,-6.7,-3.1,9.7,36.1,29.4,26.3,26.3,26.3,26.3,26.3,26.3,26.3
Minnesota Timberwolves,Atlanta Hawks,2010-11-14,21000139,2010-11,-6.2,-0.3,11,-15,-6,3,8,-31.8,-65,-83.3,-10,-159.8,-54.7,0,0,0,0,0,0,-129.8,-42.4,-97.6,-32.2,38.2,-4.2,-101.8,-134,-134,-134,-134,-134,-134,-134
Phoenix Suns,Los Angeles Lakers,2010-11-14,21000143,2010-11,6.6,-0.388888888888889,9,6,5,5,4,-55,-39.9,-2.19999999999999,-68.5,-38.8,-143.1,0,0,0,0,0,0,-56.9,-35,-32,-24.9,9.7,-25.3,-57.3,-82.2,-82.2,-82.2,-82.2,-82.2,-82.2,-82.2
San Antonio Spurs,Oklahoma City Thunder,2010-11-14,21000141,2010-11,11.8,0.25,7,4.2,13,8,1,62.2,38.3,30.9,-15.9,61.7,82.8,0,0,0,0,0,0,20.4,32.4,33.4,-13,27.8,60.2,93.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6
Denver Nuggets,Phoenix Suns,2010-11-15,21000147,2010-11,-7,0,9,-2.2,-6,5,5,-11.1,90.1,48.7,30.3,33,39.6,0,0,0,0,0,0,41.7,20.6,21.4,20.3,-45.4,-24.8,-3.4,16.9,16.9,16.9,16.9,16.9,16.9,16.9
Detroit Pistons,Golden State Warriors,2010-11-15,21000149,2010-11,-4.2,-0.2,9,-11,-4,4,7,24.3,-14.3,-2.40000000000001,19,-65.5,62.4,0,0,0,0,0,0,-43.1,-36.9,-46,2.90000000000001,51.6,14.7,-31.3,-28.4,-28.4,-28.4,-28.4,-28.4,-28.4,-28.4
Memphis Grizzlies,Orlando Magic,2010-11-15,21000145,2010-11,-19.1,-0.266666666666667,11,9.4,-17,4,7,16.3,-31.7,6.8,43.9,-129.8,-6.2,0,0,0,0,0,0,-50.7,3.2,-51.9,1.2,-4.1,-0.9,-52.8,-51.6,-51.6,-51.6,-51.6,-51.6,-51.6,-51.6
Oklahoma City Thunder,Utah Jazz,2010-11-15,21000148,2010-11,9,-0.144444444444444,10,2,7,6,4,42.7,32.4,-40.1,20.8,-62.8,-21.7,0,0,0,0,0,0,-20.5,2.1,-75.1,54.6,-24.2,-22.1,-97.2,-42.6,-42.6,-42.6,-42.6,-42.6,-42.6,-42.6
Atlanta Hawks,Indiana Pacers,2010-11-16,21000152,2010-11,8.9,0.136363636363636,12,5.7,10,8,4,51.6,41.7,74.6,62,28.7,-56.9,0,0,0,0,0,15.2,42.4,-23.9,20.3,22.1,-8,-31.9,-11.6,10.5,25.7,25.7,25.7,25.7,25.7,25.7
Chicago Bulls,Houston Rockets,2010-11-16,21000156,2010-11,2.2,0.291666666666667,9,-0.4,3,6,3,39.8,82.3,26.4,49.7,-25.7,14.9,0,0,0,0,0,0,25,-31.8,37.1,-12.1,25.1,-6.7,30.4,18.3,18.3,18.3,18.3,18.3,18.3,18.3
Los Angeles Lakers,Milwaukee Bucks,2010-11-16,21000155,2010-11,11.8,0.3,11,-7.7,11,9,2,-8.5,124.4,-20,63.4,123.1,75.3,0,0,0,0,0,0,89.9,5.20000000000001,56.1,33.8,-40.3,-35.1,21,54.8,54.8,54.8,54.8,54.8,54.8,54.8
New York Knicks,Denver Nuggets,2010-11-16,21000157,2010-11,-1.9,-0.2,11,-6.8,-2,3,8,-19.6,-84.3,-15.4,-22.4,31.5,-51.3,0,0,0,0,0,0,-15.9,-24.7,21.9,-37.8,-15.1,-39.8,-17.9,-55.7,-55.7,-55.7,-55.7,-55.7,-55.7,-55.7
Philadelphia 76ers,Cleveland Cavaliers,2010-11-16,21000151,2010-11,-8.6,-0.244444444444444,11,-13.8,-8,2,9,166.2,60.7,51.2,18.8,174.3,-12.4,0,0,0,0,0,0,13.9,2.5,39.1,-25.2,-25.6,-23.1,16,-9.2,-9.2,-9.2,-9.2,-9.2,-9.2,-9.2
Portland Trail Blazers,Memphis Grizzlies,2010-11-16,21000154,2010-11,1.1,0.181818181818182,11,0.8,1,7,5,21.2,-53.2,-33.8,34,95.8,-17.7,0,0,0,0,0,15.2,45.9,-19,12.4,33.5,46.8,27.8,40.2,73.7,88.9,88.9,88.9,88.9,88.9,88.9
Toronto Raptors,Washington Wizards,2010-11-16,21000153,2010-11,-13.7,-0.05,10,2.5,-15,2,9,-25.7,-13.2,-26,22.9,42.4,78.4,0,0,0,0,0,0,28.3,1.3,13.1,15.2,-6,-4.7,8.4,23.6,23.6,23.6,23.6,23.6,23.6,23.6
Chicago Bulls,San Antonio Spurs,2010-11-17,21000166,2010-11,-9.4,-0.222222222222222,10,-3.3,-9,6,4,-5.20000000000002,32.7,45.7,37.7,-106.5,-46.3,0,0,0,0,0,0,-22.3,7.3,-18.4,-3.90000000000001,-25.2,-17.9,-36.3,-40.2,-40.2,-40.2,-40.2,-40.2,-40.2,-40.2
Houston Rockets,Oklahoma City Thunder,2010-11-17,21000164,2010-11,-17.9,-0.3,10,1.3,-17,3,8,31.7,-48.5,47.2,-2.79999999999999,48.1,-0.299999999999999,0,0,0,0,0,0,2.4,21.3,-1.7,4.1,8.6,29.9,28.2,32.3,32.3,32.3,32.3,32.3,32.3,32.3
Los Angeles Clippers,Minnesota Timberwolves,2010-11-17,21000162,2010-11,-0.9,-0.159090909090909,10,16,-2,1,11,51.5,41.8,57.1,55.4,8.5,15,0,0,0,0,0,2.10000000000001,33.5,22.9,24.3,9.19999999999999,-21.7,1.2,25.5,34.7,36.8,36.8,36.8,36.8,36.8,36.8
Los Angeles Lakers,Detroit Pistons,2010-11-17,21000161,2010-11,14,0.454545454545455,12,-6,13,10,2,16.3,128.6,-32.5,46,202.9,92.2,0,0,0,0,0,0.899999999999991,111.2,36.5,51.1,60.1,2.5,39,90.1,150.2,151.1,151.1,151.1,151.1,151.1,151.1
New York Knicks,Sacramento Kings,2010-11-17,21000167,2010-11,8.6,-0.0606060606060606,12,-6.4,7,4,8,-15.9,3,11.8,33.3,46.8,126.8,0,0,0,0,0,6.1,4,-6.40000000000001,6,-2,13.3,6.9,12.9,10.9,17,17,17,17,17,17
Phoenix Suns,Miami Heat,2010-11-17,21000158,2010-11,-27.3,0,11,1.9,-27,6,5,48.9,-86.4,-58.9,-108.8,-78.9,-25.5,0,0,0,0,0,0,-5.6,-44.2,0.499999999999993,-6.1,7.6,-36.6,-36.1,-42.2,-42.2,-42.2,-42.2,-42.2,-42.2,-42.2
Toronto Raptors,Philadelphia 76ers,2010-11-17,21000159,2010-11,7.4,0,11,12.1,8,3,9,-88.9,-23.4,-72.7,8.7,-35.2,7.8,0,0,0,0,0,8.6,-10.4,-5.1,-39.9,29.5,5.4,0.299999999999997,-39.6,-10.1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5
Washington Wizards,Boston Celtics,2010-11-17,21000160,2010-11,-36,-0.466666666666667,9,0.3,-31,3,7,-79.8,-32.9,-59.2,-80.7,-148.6,-107.8,0,0,0,0,0,0,-61,-31.8,-30,-31,-2.9,-34.7,-64.7,-95.7,-95.7,-95.7,-95.7,-95.7,-95.7,-95.7
Denver Nuggets,Portland Trail Blazers,2010-11-18,21000170,2010-11,-3.4,-0.037878787878788,11,-7.6,-3,6,6,10.9,68.7,24.9,-56.5,48.3,21,0,0,0,0,0,-15.6,38.3,-36.5,8.8,29.5,-4,-40.5,-31.7,-2.2,-17.8,-17.8,-17.8,-17.8,-17.8,-17.8
Los Angeles Clippers,Indiana Pacers,2010-11-18,21000168,2010-11,-28.4,-0.361111111111111,11,6.7,-27,1,12,51.5,42.8,19.7,73.8,-25.6,-87,0,0,0,0,0,0,-15.3,-47.8,18.9,-34.2,-12.8,-60.6,-41.7,-75.9,-75.9,-75.9,-75.9,-75.9,-75.9,-75.9
Phoenix Suns,Orlando Magic,2010-11-18,21000169,2010-11,-18,-0.154545454545455,12,4.8,-16,6,6,-15.9,-101.1,-37,8,-20.8,-62.4,0,0,0,0,0,-15.6,17.9,-17.8,10.4,7.5,-34.2,-52,-41.6,-34.1,-49.7,-49.7,-49.7,-49.7,-49.7,-49.7
Chicago Bulls,Dallas Mavericks,2010-11-19,21000179,2010-11,4.7,-0.1,11,-0.2,5,7,4,98.3,67.8,39.9,89.7,-54.1,-45.3,0,0,0,0,0,0,-24.8,44.9,-34.1,9.3,-34.2,10.7,-23.4,-14.1,-14.1,-14.1,-14.1,-14.1,-14.1,-14.1
Houston Rockets,Toronto Raptors,2010-11-19,21000173,2010-11,-10.1,0.0227272727272727,11,0.3,-10,3,9,106.2,9.79999999999999,21.6,96.2,101.7,2.2,0,0,0,0,0,6.1,24.2,17.4,41,-16.8,-13.8,3.6,44.6,27.8,33.9,33.9,33.9,33.9,33.9,33.9
Los Angeles Lakers,Minnesota Timberwolves,2010-11-19,21000176,2010-11,15.9,0.525641025641026,13,2,17,11,2,39.4,107.9,0.800000000000011,82.7,239.6,82.3,0,0,0,0,0,1.39999999999999,207.1,-18.2,63.1,144,31.1,12.9,76,220,221.4,221.4,221.4,221.4,221.4,221.4
Memphis Grizzlies,Washington Wizards,2010-11-19,21000174,2010-11,-4.3,0.0333333333333333,13,2.9,-3,4,9,80.1,58.2,41.2,35,93.4,60.4,0,0,0,0,0,-16.2,55.8,-6.1,28,27.8,2.1,-4,24,51.8,35.6,35.6,35.6,35.6,35.6,35.6
Milwaukee Bucks,Philadelphia 76ers,2010-11-19,21000172,2010-11,-9.9,0.287878787878788,9,9.6,-11,5,7,-27,-43,-43.2,45.6,-60.1,76.2,0,0,0,0,0,11.8,-41.7,91.1,-18.6,-23.1,12,103.1,84.5,61.4,73.2,73.2,73.2,73.2,73.2,73.2
New York Knicks,Golden State Warriors,2010-11-19,21000181,2010-11,6.1,-0.303030303030303,13,-20,6,5,8,15.4,-34,23.9,36.3,30.4,89.5,0,0,0,0,0,0.399999999999999,-13.7,-2.6,-37.9,24.2,10.3,7.7,-30.2,-6,-5.6,-5.6,-5.6,-5.6,-5.6,-5.6
Oklahoma City Thunder,Boston Celtics,2010-11-19,21000171,2010-11,5.6,-0.181818181818182,12,1.8,5,8,4,-13.3,-55.4,-61.3,24.5,-94.1,-78.9,0,0,0,0,0,5.3,-67.5,-14.5,-14.4,-53.1,-14,-28.5,-42.9,-96,-90.7,-90.7,-90.7,-90.7,-90.7,-90.7
San Antonio Spurs,Utah Jazz,2010-11-19,21000178,2010-11,14.5,0.233333333333333,9,6.2,12,10,1,126.2,11.4,34.9,-18,73.8,32.5,0,0,0,0,0,0,33.4,19.9,2,31.4,26.7,46.6,48.6,80,80,80,80,80,80,80
Cleveland Cavaliers,San Antonio Spurs,2010-11-20,21000187,2010-11,-25.3,-0.454545454545455,9,-1.5,-24,5,7,-140.7,-135.4,-105.3,-52.9,-214,-133,0,0,0,0,0,0,-40.9,-48,-27.3,-13.6,-29.2,-77.2,-104.5,-118.1,-118.1,-118.1,-118.1,-118.1,-118.1,-118.1
Dallas Mavericks,Atlanta Hawks,2010-11-20,21000184,2010-11,5.5,-0.0303030303030303,9,-2.7,5,8,4,-34.3,-52.4,-57.9,-2.7,25.7,31.9,0,0,0,0,0,-18.4,-14.2,30.1,14.4,-28.6,-8.3,21.8,36.2,7.6,-10.8,-10.8,-10.8,-10.8,-10.8,-10.8
Miami Heat,Memphis Grizzlies,2010-11-20,21000185,2010-11,-1,0.358974358974359,9,-6.5,-2,8,5,-64.1,7.69999999999999,18.4,57.8,149.2,68.1,0,0,0,0,0,-1.2,37.6,61.8,19,18.6,44.1,105.9,124.9,143.5,142.3,142.3,142.3,142.3,142.3,142.3
New York Knicks,Los Angeles Clippers,2010-11-20,21000190,2010-11,9.1,0.307692307692308,14,-17,9,6,8,30.5,-72.4,17.6,-9.6,20.9,79.1,0,0,0,0,0,8.00000000000001,27.5,7.5,-39.7,67.2,44,51.5,11.8,79,87,87,87,87,87,87
Oklahoma City Thunder,Milwaukee Bucks,2010-11-20,21000186,2010-11,2.1,0.25,13,1.5,1,9,4,42.4,-18.2,17.2,41.6,37.9,23.5,0,0,0,0,0,14.1,-11.3,-55,-4.7,-6.6,45.2,-9.8,-14.5,-21.1,-7,-7,-7,-7,-7,-7
Orlando Magic,Indiana Pacers,2010-11-20,21000183,2010-11,4.3,0.227272727272727,9,-6.1,4,9,3,122.8,67.4,73.2,6.3,107.9,-46.2,0,0,0,0,0,0,71.8,-54.7,43.5,28.3,17.6,-37.1,6.4,34.7,34.7,34.7,34.7,34.7,34.7,34.7
Utah Jazz,Portland Trail Blazers,2010-11-20,21000189,2010-11,8.4,0,12,-4.2,9,9,5,-63.8,22.2,-18.8,-48.1,0.799999999999998,76.5,0,0,0,0,0,-49.3,-3.6,20,-15.2,11.6,-28,-8,-23.2,-11.6,-60.9,-60.9,-60.9,-60.9,-60.9,-60.9
Boston Celtics,Toronto Raptors,2010-11-21,21000191,2010-11,-1.1,0.442307692307692,13,-2.8,-1,9,4,110.2,78.2,61.6,43.5,177.3,95,0,0,0,0,0,-16.2,88.8,26.9,35,53.8,12.9,39.8,74.8,128.6,112.4,112.4,112.4,112.4,112.4,112.4
Golden State Warriors,Los Angeles Lakers,2010-11-21,21000194,2010-11,-30.1,-0.262820512820513,13,17,-28,7,6,6.79999999999995,-75.4,-17.9,-16.3,-195,-83.8,0,0,0,0,0,-13.3,-75.5,-29.7,-30.5,-45,-31.8,-61.5,-92,-137,-150.3,-150.3,-150.3,-150.3,-150.3,-150.3
Washington Wizards,Detroit Pistons,2010-11-21,21000192,2010-11,-7.8,0.0303030303030303,11,1.7,-5,4,8,-44.9,-25.3,18.1,-62.6,-15.8,-3,0,0,0,0,0,0,-19.7,24.7,-21.1,1.4,-13.5,11.2,-9.9,-8.5,-8.5,-8.5,-8.5,-8.5,-8.5,-8.5
Boston Celtics,Atlanta Hawks,2010-11-22,21000195,2010-11,24.6,0.0769230769230769,14,-5.6,23,10,4,-15.1,52.7,-18.4,-52.6,73.2,52.6,0,0,0,0,0,-20.7,10.3,62.1,13.5,-3.2,-10.1,52,65.5,62.3,41.6,41.6,41.6,41.6,41.6,41.6
Denver Nuggets,Golden State Warriors,2010-11-22,21000201,2010-11,18.1,0,12,-13.2,17,8,6,19.2,83.4,-4.49999999999999,18.1,86.2,91.9,0,0,0,0,0,26.6,12.7,4.09999999999999,0.800000000000001,11.9,34.7,38.8,39.6,51.5,78.1,78.1,78.1,78.1,78.1,78.1
Indiana Pacers,Miami Heat,2010-11-22,21000196,2010-11,16.1,-0.160839160839161,11,3.2,16,6,6,-52.1,9,-82,-95,-173.6,-31.7,0,0,0,0,0,0,-63.7,-1.2,-36.1,-27.6,-2.2,-3.4,-39.5,-67.1,-67.1,-67.1,-67.1,-67.1,-67.1,-67.1
Minnesota Timberwolves,Oklahoma City Thunder,2010-11-22,21000197,2010-11,-9.8,-0.406593406593407,14,-11.2,-10,4,11,-34.4,-22.5,-5.50000000000001,-33.8,-204.7,-20,0,0,0,0,0,-1.8,-100.5,-5.1,-38,-62.5,-22.7,-27.8,-65.8,-128.3,-130.1,-130.1,-130.1,-130.1,-130.1,-130.1
Orlando Magic,San Antonio Spurs,2010-11-22,21000199,2010-11,-12,-0.166666666666667,10,-12.2,-9,9,4,-4.10000000000002,1.79999999999998,42.6,-44.9,-88.3,-6.7,0,0,0,0,0,0,3.1,-40.3,28.8,-25.7,-17.5,-57.8,-29,-54.7,-54.7,-54.7,-54.7,-54.7,-54.7,-54.7
Phoenix Suns,Houston Rockets,2010-11-22,21000198,2010-11,5.7,0.211538461538462,13,-4.5,7,7,7,31.5,12.9,-11.8,-58.3,-49.5,-17.1,0,0,0,0,0,3.2,-11.4,20.9,-19.9,8.5,-17.3,3.6,-16.3,-7.8,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
Sacramento Kings,Utah Jazz,2010-11-22,21000200,2010-11,-13.6,-0.30952380952381,10,-3.8,-11,4,9,66.8,-25.5,28.6,-18.1,-94.5,-187.1,0,0,0,0,0,40.5,-41.5,-43.4,-15.5,-26,-9.4,-52.8,-68.3,-94.3,-53.8,-53.8,-53.8,-53.8,-53.8,-53.8
Chicago Bulls,Los Angeles Lakers,2010-11-23,21000208,2010-11,-5.3,-0.220779220779221,12,10.1,-7,7,5,34.2,-21.1,4.10000000000002,60.4,-17.2,-71,0,0,0,0,0,-63.8,-33.3,19.3,-4.29999999999999,-29,-50.7,-31.4,-35.7,-64.7,-128.5,-128.5,-128.5,-128.5,-128.5,-128.5
Cleveland Cavaliers,Indiana Pacers,2010-11-23,21000203,2010-11,-9.5,-0.0833333333333333,10,4.6,-11,5,8,-45,-105.8,-46.4,-3,-102.8,-93.4,0,0,0,0,0,12.7,-38.3,-32.7,-44.6,6.3,-28.5,-61.2,-105.8,-99.5,-86.8,-86.8,-86.8,-86.8,-86.8,-86.8
Detroit Pistons,Dallas Mavericks,2010-11-23,21000207,2010-11,-2.3,-0.282051282051282,12,-4.3,-4,5,9,-18.5,72.2,-48.8,0.600000000000009,-124.8,-139.9,0,0,0,0,0,-1.1,-70.2,-20.7,-7.8,-62.4,-7,-27.7,-35.5,-97.9,-99,-99,-99,-99,-99,-99
Philadelphia 76ers,Washington Wizards,2010-11-23,21000205,2010-11,-3,-0.102564102564103,14,-9.6,-2,3,11,91,68.5,37,9.60000000000001,76.6,37.9,0,0,0,0,0,3.8,43.3,-13.4,1.6,41.7,6,-7.4,-5.8,35.9,39.7,39.7,39.7,39.7,39.7,39.7
Chicago Bulls,Phoenix Suns,2010-11-24,21000218,2010-11,8.1,0.0833333333333334,13,4.1,8,8,5,41.8,54.5,44.5,103.1,112.1,-37.4,0,0,0,0,0,2.2,12.9,12.8,21.8,-8.9,11.7,24.5,46.3,37.4,39.6,39.6,39.6,39.6,39.6,39.6
Dallas Mavericks,Oklahoma City Thunder,2010-11-24,21000216,2010-11,7.2,-0.021978021978022,11,1.1,8,10,4,9.59999999999999,-70.5,-20.7,76.9,-30.1,57.4,0,0,0,0,0,22.2,19.5,-10.2,0,19.5,-4.1,-14.3,-14.3,5.2,27.4,27.4,27.4,27.4,27.4,27.4
Detroit Pistons,Memphis Grizzlies,2010-11-24,21000214,2010-11,-26,0,13,-4.6,-21,5,10,-56.6,-12.8,-77.2,-7.59999999999999,-47.3,0.599999999999994,0,0,0,0,0,5.59999999999999,-42.2,13.8,-10.6,-31.6,8.8,22.6,12,-19.6,-14,-14,-14,-14,-14,-14
Golden State Warriors,Houston Rockets,2010-11-24,21000217,2010-11,-8.1,0.269230769230769,15,6.5,-10,7,8,0.699999999999992,19.4,-12.2,-16.7,-104.1,-73.3,0,0,0,0,0,5.50000000000001,-23.9,2.4,-21.2,-2.70000000000001,-32.4,-30,-51.2,-53.9,-48.4,-48.4,-48.4,-48.4,-48.4,-48.4
Miami Heat,Orlando Magic,2010-11-24,21000213,2010-11,-10,-0.120879120879121,11,2.9,-9,8,7,-52.6,-56.8999999999999,-9.60000000000005,65.2,149.9,-16.5,0,0,0,0,0,0,27.7,1.4,36.6,-8.9,-9.4,-8,28.6,19.7,19.7,19.7,19.7,19.7,19.7,19.7
Milwaukee Bucks,Cleveland Cavaliers,2010-11-24,21000210,2010-11,-0.2,0,11,-4.2,-2,5,9,48.7,142.8,24.8,9.30000000000003,111.9,75,0,0,0,0,0,0,25.7,13.7,39.1,-13.4,22.8,36.5,75.6,62.2,62.2,62.2,62.2,62.2,62.2,62.2
Philadelphia 76ers,Toronto Raptors,2010-11-24,21000211,2010-11,-17.4,-0.142857142857143,15,-12.1,-16,3,12,78.2,112.7,34.2,14.3,51.5,4.1,0,0,0,0,0,-38.1,45,-20.2,-16.8,61.8,-4.3,-24.5,-41.3,20.5,-17.6,-17.6,-17.6,-17.6,-17.6,-17.6
